id,ad_groups,asin,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate
7773,6295,B004A7JDF2,12/19/19,1307,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7774,6295,B004A7JDF2,12/20/19,2130,5,0.002347,1.31,6.55,NULL,0,0,0,0,0
7775,6295,B004A7JDF2,12/21/19,128,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7776,6295,B001G7PQM8,12/15/19,5265,7,0.00133,1.24,8.66,0.601807,0.0166,14.39,1,1,0
7777,6295,B001G7PQM8,12/16/19,10087,13,0.001289,0.93,12.14,0.843641,0.0119,14.39,1,1,0
7778,6295,B001G7PQM8,12/17/19,12150,18,0.001481,1.19,21.45,0.248436,0.0403,86.34,5,6,0
7779,6295,B001G7PQM8,12/18/19,7202,3,0.000417,0.78,2.34,0.114481,0.0874,20.44,1,1,0
7780,6295,B001G7PQM8,12/19/19,14602,8,0.000548,1.17,9.32,0.323836,0.0309,28.78,2,2,0
7781,6295,B001G7PQM8,12/20/19,14379,6,0.000417,1.21,7.27,NULL,0,0,0,0,0
7782,6295,B001G7PQM8,12/21/19,1585,1,0.000631,0.86,0.86,NULL,0,0,0,0,0
7783,6295,B001GIOW7M,12/15/19,1093,2,0.00183,0.96,1.91,NULL,0,0,0,0,0
7784,6295,B001GIOW7M,12/16/19,1448,1,0.000691,0.15,0.15,NULL,0,0,0,0,0
7785,6295,B001GIOW7M,12/17/19,1032,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7786,6295,B001GIOW7M,12/18/19,654,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7787,6295,B001GIOW7M,12/19/19,1041,1,0.000961,0.85,0.85,NULL,0,0,0,0,0
7788,6295,B001GIOW7M,12/20/19,1045,2,0.001914,1.14,2.28,NULL,0,0,0,0,0
7789,6295,B001GIOW7M,12/21/19,95,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7790,4648,B009V0ZMO4,12/15/19,11359,28,0.002465,1.86,52.13,0.802865,0.0125,64.93,7,7,0
7791,4648,B009V0ZMO4,12/16/19,15082,33,0.002188,1.71,56.48,0.334379,0.0299,168.91,14,19,0
7792,4648,B009V0ZMO4,12/17/19,14699,34,0.002313,1.69,57.34,0.559524,0.0179,102.48,11,12,0
7793,4648,B009V0ZMO4,12/18/19,9682,35,0.003615,1.54,53.9,1.05191,0.0095,51.24,6,6,0
7794,4648,B009V0ZMO4,12/19/19,7622,34,0.004461,1.64,55.92,0.841788,0.0119,66.43,7,7,0
7795,4648,B009V0ZMO4,12/20/19,9315,23,0.002469,2.07,47.51,1.00126,0.01,47.45,5,5,0
7796,4648,B009V0ZMO4,12/21/19,11708,24,0.00205,2.03,48.63,0.57955,0.0173,83.91,9,9,0
7797,4648,B00AOJCERY,12/16/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
7798,4648,B00AOJCERY,12/19/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
7799,4648,B00AOJCERY,12/21/19,512,1,0.001953,1.59,1.59,NULL,0,0,0,0,0
7800,4655,B003X1BMEQ,12/15/19,1620,4,0.002469,1.23,4.9,1.29288,0.0077,3.79,1,1,0
7801,4655,B003X1BMEQ,12/16/19,762,5,0.006562,1.17,5.83,0.194658,0.0514,29.95,2,5,0
7802,4655,B003X1BMEQ,12/17/19,355,1,0.002817,1.21,1.21,NULL,0,0,0,0,0
7803,4655,B003X1BMEQ,12/18/19,635,2,0.00315,0.97,1.94,0.323873,0.0309,5.99,1,1,1
7804,4655,B003X1BMEQ,12/19/19,1092,1,0.000916,1.25,1.25,NULL,0,0,0,0,0
7805,4655,B003X1BMEQ,12/20/19,819,2,0.002442,1.35,2.7,NULL,0,0,0,0,0
7806,4655,B003X1BMEQ,12/21/19,1210,2,0.001653,1.46,2.92,NULL,0,0,0,0,0
7807,4655,B0041VGWGA,12/15/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7808,4655,B0041VGWGA,12/16/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7809,4655,B0041VGWGA,12/17/19,11,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7810,4655,B0041VGWGA,12/18/19,31,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7811,4655,B0041VGWGA,12/19/19,22,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7812,4655,B0041VGWGA,12/20/19,20,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7813,4655,B0041VGWGA,12/21/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7814,4677,B009V0ZMO4,12/15/19,233,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7815,4677,B009V0ZMO4,12/16/19,426,1,0.002347,0.5,0.5,NULL,0,0,0,0,0
7816,4677,B009V0ZMO4,12/17/19,694,3,0.004323,0.47,1.41,0.074289,0.1346,18.98,1,2,0
7817,4677,B009V0ZMO4,12/18/19,741,1,0.00135,1.23,1.23,NULL,0,0,0,0,0
7818,4677,B009V0ZMO4,12/19/19,504,2,0.003968,0.48,0.95,0.100105,0.0999,9.49,1,1,1
7819,4677,B009V0ZMO4,12/20/19,352,1,0.002841,0.56,0.56,NULL,0,0,0,0,0
7820,4677,B009V0ZMO4,12/21/19,340,2,0.005882,0.48,0.96,NULL,0,0,0,0,0
7821,4677,B00AOJCERY,12/21/19,80,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7822,4690,B00AOJCETC,12/15/19,183,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7823,4690,B00AOJCETC,12/16/19,235,2,0.008511,0.87,1.73,NULL,0,0,0,0,0
7824,4690,B00AOJCETC,12/17/19,161,2,0.012422,0.7,1.39,0.173967,0.0575,7.99,1,1,1
7825,4690,B00AOJCETC,12/18/19,244,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7826,4690,B00AOJCETC,12/19/19,200,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7827,4690,B00AOJCETC,12/20/19,178,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7828,4690,B00AOJCETC,12/21/19,146,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7829,4704,B009V0ZMO4,12/15/19,443,11,0.024831,0.57,6.3,0.082982,0.1205,75.92,6,8,1
7830,4704,B009V0ZMO4,12/16/19,700,11,0.015714,0.91,9.99,0.084105,0.1189,118.78,8,12,1
7831,4704,B009V0ZMO4,12/17/19,337,7,0.020772,0.94,6.58,0.08667,0.1154,75.92,6,8,1
7832,4704,B009V0ZMO4,12/18/19,349,7,0.020057,1.09,7.66,0.403583,0.0248,18.98,1,2,0
7833,4704,B009V0ZMO4,12/19/19,408,2,0.004902,1.13,2.25,NULL,0,0,0,0,0
7834,4704,B009V0ZMO4,12/20/19,312,2,0.00641,0.77,1.53,0.161222,0.062,9.49,1,1,1
7835,4704,B009V0ZMO4,12/21/19,270,7,0.025926,1.64,11.47,0.135563,0.0738,84.61,5,9,1
7836,4704,B00AOJCERY,12/21/19,12,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7837,4710,B0041VGWGA,12/16/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7838,4710,B0041VGWGA,12/18/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7839,4710,B0041VGWGA,12/19/19,3,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7840,4710,B0041VGWGA,12/20/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7841,4710,B0041VGWGA,12/21/19,1,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7842,4710,B003X1BMEQ,12/15/19,103,1,0.009709,0.36,0.36,0.0601,0.1664,5.99,1,1,1
7843,4710,B003X1BMEQ,12/16/19,192,1,0.005208,0.57,0.57,NULL,0,0,0,0,0
7844,4710,B003X1BMEQ,12/17/19,113,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7845,4710,B003X1BMEQ,12/18/19,154,2,0.012987,0.84,1.67,NULL,0,0,0,0,0
7846,4710,B003X1BMEQ,12/19/19,90,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7847,4710,B003X1BMEQ,12/20/19,121,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7848,4710,B003X1BMEQ,12/21/19,143,1,0.006993,1.15,1.15,0.095993,0.1042,11.98,1,2,1
7849,4721,B001GIOW72,12/15/19,29,1,0.034483,2.05,2.05,NULL,0,0,0,0,0
7850,4721,B001GIOW72,12/16/19,50,1,0.02,1.47,1.47,NULL,0,0,0,0,0
7851,4721,B001GIOW72,12/17/19,35,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7852,4721,B001GIOW72,12/18/19,23,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7853,4721,B001GIOW72,12/19/19,27,1,0.037037,0.44,0.44,0.018957,0.5275,23.21,1,1,1
7854,4721,B001GIOW72,12/20/19,17,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7855,4721,B001GIOW72,12/21/19,20,1,0.05,0.21,0.21,0.010628,0.941,19.76,1,1,1
7856,4721,B001GIOW7C,12/15/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7857,4721,B001GIOW7C,12/16/19,10,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7858,4721,B001GIOW7C,12/17/19,9,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7859,4721,B001GIOW7C,12/18/19,5,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7860,4721,B001GIOW7C,12/19/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7861,4721,B001GIOW7C,12/20/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7862,4721,B001GIOW7C,12/21/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7863,4721,B001GIOW6I,12/15/19,33,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7864,4721,B001GIOW6I,12/16/19,26,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7865,4721,B001GIOW6I,12/17/19,23,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7866,4721,B001GIOW6I,12/18/19,28,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7867,4721,B001GIOW6I,12/19/19,15,1,0.066667,2.12,2.12,0.107287,0.0932,19.76,1,1,1
7868,4721,B001GIOW6I,12/20/19,7,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7869,4721,B001GIOW6I,12/21/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7870,4721,B00834N20U,12/16/19,4,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7871,4721,B00834N20U,12/17/19,6,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7872,4721,B00834N20U,12/18/19,10,1,0.1,1.84,1.84,NULL,0,0,0,0,0
7873,4721,B00834N20U,12/19/19,13,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7874,4721,B00834N20U,12/20/19,9,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7875,4721,B00834N20U,12/21/19,9,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7876,4757,B001GIOW7M,12/15/19,90,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7877,4757,B001GIOW7M,12/16/19,374,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7878,4757,B001GIOW7M,12/17/19,1342,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7879,4757,B001GIOW7M,12/18/19,1178,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7880,4757,B001GIOW7M,12/19/19,106,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7881,4757,B001GIOW7M,12/20/19,71,1,0.014085,4.71,4.71,NULL,0,0,0,0,0
7882,4757,B001GIOW7M,12/21/19,45,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7883,4758,B001GIOW7M,12/15/19,222,2,0.009009,1.06,2.12,NULL,0,0,0,0,0
7884,4758,B001GIOW7M,12/16/19,294,3,0.010204,1.06,3.19,0.033976,0.2943,93.89,3,5,1
7885,4758,B001GIOW7M,12/17/19,140,2,0.014286,0.74,1.48,0.027337,0.3658,54.14,2,2,1
7886,4758,B001GIOW7M,12/18/19,140,1,0.007143,0.88,0.88,0.066265,0.1509,13.28,2,2,2
7887,4758,B001GIOW7M,12/19/19,150,5,0.033333,0.54,2.71,0.032682,0.306,82.92,4,4,1
7888,4758,B001GIOW7M,12/20/19,118,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7889,4758,B001GIOW7M,12/21/19,195,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7890,4760,B001GIOW6I,12/15/19,137,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7891,4760,B001GIOW6I,12/16/19,160,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7892,4760,B001GIOW6I,12/17/19,130,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7893,4760,B001GIOW6I,12/18/19,189,1,0.005291,0.49,0.49,NULL,0,0,0,0,0
7894,4760,B001GIOW6I,12/19/19,249,1,0.004016,0.49,0.49,NULL,0,0,0,0,0
7895,4760,B001GIOW6I,12/20/19,176,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7896,4760,B001GIOW6I,12/21/19,197,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7897,4760,B001GIOW72,12/15/19,174,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7898,4760,B001GIOW72,12/16/19,222,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7899,4760,B001GIOW72,12/17/19,98,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7900,4760,B001GIOW72,12/18/19,114,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7901,4760,B001GIOW72,12/19/19,118,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7902,4760,B001GIOW72,12/20/19,144,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7903,4760,B001GIOW72,12/21/19,138,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7904,4760,B00834N20U,12/16/19,136,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7905,4760,B00834N20U,12/17/19,162,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7906,4760,B00834N20U,12/18/19,223,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7907,4760,B00834N20U,12/19/19,310,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7908,4760,B00834N20U,12/20/19,253,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7909,4760,B00834N20U,12/21/19,199,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7910,4760,B001GIOW7C,12/15/19,257,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7911,4760,B001GIOW7C,12/16/19,213,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7912,4760,B001GIOW7C,12/17/19,166,1,0.006024,0.5,0.5,NULL,0,0,0,0,0
7913,4760,B001GIOW7C,12/18/19,174,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7914,4760,B001GIOW7C,12/19/19,298,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7915,4760,B001GIOW7C,12/20/19,329,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7916,4760,B001GIOW7C,12/21/19,296,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7917,4795,B001GIOW7M,12/15/19,9944,16,0.001609,1.38,22.1,NULL,0,0,0,0,0
7918,4795,B001GIOW7M,12/16/19,9895,18,0.001819,1.27,22.81,0.379345,0.0264,60.13,3,3,0
7919,4795,B001GIOW7M,12/17/19,16008,24,0.001499,1.38,33.23,0.454645,0.022,73.09,3,7,0
7920,4795,B001GIOW7M,12/18/19,28291,24,0.000848,1.53,36.79,0.372783,0.0268,98.69,5,5,0
7921,4795,B001GIOW7M,12/19/19,32383,27,0.000834,1.44,38.84,0.717399,0.0139,54.14,2,2,0
7922,4795,B001GIOW7M,12/20/19,31909,23,0.000721,1.55,35.76,1.08167,0.0092,33.06,2,2,0
7923,4795,B001GIOW7M,12/21/19,27543,29,0.001053,1.31,38.05,0.526134,0.019,72.32,4,4,0
7924,4809,B001GIOW6I,12/15/19,7075,6,0.000848,1.91,11.48,0.580972,0.0172,19.76,1,1,0
7925,4809,B001GIOW6I,12/16/19,5421,7,0.001291,1.93,13.52,0.582508,0.0172,23.21,1,1,0
7926,4809,B001GIOW6I,12/17/19,7403,10,0.001351,2.35,23.5,NULL,0,0,0,0,0
7927,4809,B001GIOW6I,12/18/19,6994,12,0.001716,1.74,20.9,1.05769,0.0095,19.76,1,1,0
7928,4809,B001GIOW6I,12/19/19,6381,9,0.00141,1.79,16.09,NULL,0,0,0,0,0
7929,4809,B001GIOW6I,12/20/19,6498,11,0.001693,1.72,18.92,0.299889,0.0333,63.09,2,3,0
7930,4809,B001GIOW6I,12/21/19,6021,8,0.001329,1.65,13.19,NULL,0,0,0,0,0
7931,4809,B001GIOW72,12/15/19,5738,4,0.000697,2.38,9.53,0.410599,0.0244,23.21,1,1,0
7932,4809,B001GIOW72,12/16/19,7005,6,0.000857,1.79,10.74,0.462732,0.0216,23.21,1,1,0
7933,4809,B001GIOW72,12/17/19,6806,3,0.000441,1.53,4.6,NULL,0,0,0,0,0
7934,4809,B001GIOW72,12/18/19,8947,6,0.000671,1.83,10.95,NULL,0,0,0,0,0
7935,4809,B001GIOW72,12/19/19,8951,8,0.000894,1.96,15.65,0.66398,0.0151,23.57,1,1,0
7936,4809,B001GIOW72,12/20/19,9686,3,0.00031,1.19,3.58,NULL,0,0,0,0,0
7937,4809,B001GIOW72,12/21/19,9492,8,0.000843,1.66,13.26,NULL,0,0,0,0,0
7938,4809,B001GIOW7C,12/15/19,4015,6,0.001494,1.69,10.11,0.71097,0.0141,14.22,1,3,0
7939,4809,B001GIOW7C,12/16/19,3820,2,0.000524,1.75,3.49,NULL,0,0,0,0,0
7940,4809,B001GIOW7C,12/17/19,4426,6,0.001356,1.55,9.32,NULL,0,0,0,0,0
7941,4809,B001GIOW7C,12/18/19,7314,3,0.00041,1.72,5.15,0.357887,0.0279,14.39,1,1,0
7942,4809,B001GIOW7C,12/19/19,8327,5,0.0006,1.83,9.14,0.387781,0.0258,23.57,1,1,0
7943,4809,B001GIOW7C,12/20/19,10913,4,0.000367,2.16,8.62,0.436235,0.0229,19.76,1,1,0
7944,4809,B001GIOW7C,12/21/19,11092,6,0.000541,2.07,12.39,NULL,0,0,0,0,0
7945,4809,B00834N20U,12/15/19,2,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7946,4809,B00834N20U,12/16/19,1054,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7947,4809,B00834N20U,12/17/19,2722,2,0.000735,1.6,3.2,NULL,0,0,0,0,0
7948,4809,B00834N20U,12/18/19,5875,7,0.001191,1.87,13.1,NULL,0,0,0,0,0
7949,4809,B00834N20U,12/19/19,7045,5,0.00071,1.78,8.9,NULL,0,0,0,0,0
7950,4809,B00834N20U,12/20/19,6815,7,0.001027,1.71,11.97,NULL,0,0,0,0,0
7951,4809,B00834N20U,12/21/19,6842,6,0.000877,2.21,13.24,NULL,0,0,0,0,0
7952,4901,B004A7JDF2,12/15/19,82,1,0.012195,1.2,1.2,NULL,0,0,0,0,0
7953,4901,B004A7JDF2,12/16/19,134,1,0.007463,1.32,1.32,0.064579,0.1548,20.44,1,1,1
7954,4901,B004A7JDF2,12/17/19,149,1,0.006711,0.88,0.88,NULL,0,0,0,0,0
7955,4901,B004A7JDF2,12/18/19,74,1,0.013514,0.58,0.58,NULL,0,0,0,0,0
7956,4901,B004A7JDF2,12/19/19,172,2,0.011628,1.15,2.29,0.11209,0.0892,20.43,1,1,1
7957,4901,B004A7JDF2,12/20/19,155,2,0.012903,0.54,1.08,NULL,0,0,0,0,0
7958,4901,B004A7JDF2,12/21/19,113,1,0.00885,0.52,0.52,0.008571,1.1667,60.67,4,4,4
7959,4901,B00MH8YUOA,12/15/19,0,0,NULL,NULL,0,NULL,NULL,0,0,0,NULL
7960,4901,B00MH8YUOA,12/21/19,18,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7961,4901,B001G7PQM8,12/15/19,374,13,0.034759,1.31,17.03,0.147933,0.0676,115.12,7,8,1
7962,4901,B001G7PQM8,12/16/19,458,7,0.015284,0.82,5.73,0.149726,0.0668,38.27,3,3,0
7963,4901,B001G7PQM8,12/17/19,309,11,0.035599,0.91,10.04,0.157837,0.0634,63.61,4,4,0
7964,4901,B001G7PQM8,12/18/19,230,8,0.034783,1.34,10.73,0.104479,0.0957,102.7,5,7,1
7965,4901,B001G7PQM8,12/19/19,513,4,0.007797,1.17,4.67,0.162265,0.0616,28.78,2,2,1
7966,4901,B001G7PQM8,12/20/19,325,5,0.015385,1.5,7.49,0.1041,0.0961,71.95,4,5,1
7967,4901,B001G7PQM8,12/21/19,197,5,0.025381,0.71,3.57,0.072546,0.1378,49.21,3,3,1
7968,4920,B01CJB7FIW,12/15/19,3298,5,0.001516,1.24,6.21,0.188239,0.0531,32.99,1,1,0
7969,4920,B01CJB7FIW,12/16/19,1327,4,0.003014,1.25,4.98,NULL,0,0,0,0,0
7970,4920,B01CJB7FIW,12/17/19,2091,3,0.001435,1.76,5.28,NULL,0,0,0,0,0
7971,4920,B01CJB7FIW,12/18/19,3867,3,0.000776,1.37,4.12,NULL,0,0,0,0,0
7972,4920,B01CJB7FIW,12/19/19,6140,5,0.000814,1.59,7.96,0.237825,0.042,33.47,1,1,0
7973,4920,B01CJB7FIW,12/20/19,3749,4,0.001067,1.71,6.83,NULL,0,0,0,0,0
7974,4920,B01CJB7FIW,12/21/19,2279,2,0.000878,1.36,2.72,NULL,0,0,0,0,0
7975,4920,B002UVKMVY,12/15/19,15274,29,0.001899,1.42,41.14,0.402741,0.0248,102.15,7,7,0
7976,4920,B002UVKMVY,12/16/19,9227,34,0.003685,1.48,50.34,0.282396,0.0354,178.26,9,10,0
7977,4920,B002UVKMVY,12/17/19,11376,35,0.003077,1.34,46.98,0.338302,0.0296,138.87,8,9,0
7978,4920,B002UVKMVY,12/18/19,15781,44,0.002788,1.49,65.71,0.242249,0.0413,271.25,13,15,0
7979,4920,B002UVKMVY,12/19/19,28073,54,0.001924,1.61,86.81,1.32656,0.0075,65.44,4,4,0
7980,4920,B002UVKMVY,12/20/19,24083,59,0.00245,1.37,80.84,0.428973,0.0233,188.45,11,12,0
7981,4920,B002UVKMVY,12/21/19,16433,40,0.002434,1.54,61.68,0.377017,0.0265,163.6,8,10,0
7982,4929,B01CJB7FIW,12/15/19,175,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7983,4929,B01CJB7FIW,12/16/19,107,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7984,4929,B01CJB7FIW,12/17/19,171,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7985,4929,B01CJB7FIW,12/18/19,60,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7986,4929,B01CJB7FIW,12/19/19,190,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7987,4929,B01CJB7FIW,12/20/19,217,1,0.004608,0.46,0.46,0.013744,0.7276,33.47,1,1,1
7988,4929,B01CJB7FIW,12/21/19,40,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7989,4929,B002UVKMVY,12/15/19,429,4,0.009324,1.67,6.67,0.135901,0.0736,49.08,3,3,1
7990,4929,B002UVKMVY,12/16/19,538,4,0.007435,1.52,6.08,NULL,0,0,0,0,0
7991,4929,B002UVKMVY,12/17/19,269,9,0.033457,1.14,10.22,0.086669,0.1154,117.92,6,7,1
7992,4929,B002UVKMVY,12/18/19,281,2,0.007117,1.35,2.7,NULL,0,0,0,0,0
7993,4929,B002UVKMVY,12/19/19,295,5,0.016949,1.28,6.41,0.064319,0.1555,99.66,4,4,1
7994,4929,B002UVKMVY,12/20/19,513,4,0.007797,1.27,5.07,0.103301,0.0968,49.08,3,3,1
7995,4929,B002UVKMVY,12/21/19,242,4,0.016529,1.38,5.51,0.336797,0.0297,16.36,1,1,0
7996,4960,B002UVKMVY,12/15/19,404,3,0.007426,0.66,1.97,NULL,0,0,0,0,0
7997,4960,B002UVKMVY,12/16/19,402,0,0,NULL,0,NULL,NULL,0,0,0,NULL
7998,4960,B002UVKMVY,12/17/19,311,1,0.003215,1.5,1.5,NULL,0,0,0,0,0
7999,4960,B002UVKMVY,12/18/19,463,5,0.010799,1.16,5.82,NULL,0,0,0,0,0
8000,4960,B002UVKMVY,12/19/19,388,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8001,4960,B002UVKMVY,12/20/19,386,1,0.002591,1.5,1.5,0.091687,0.1091,16.36,1,1,1
8002,4960,B002UVKMVY,12/21/19,351,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8003,4960,B01CJB7FIW,12/15/19,91,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8004,4960,B01CJB7FIW,12/16/19,90,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8005,4960,B01CJB7FIW,12/17/19,118,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8006,4960,B01CJB7FIW,12/18/19,161,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8007,4960,B01CJB7FIW,12/19/19,95,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8008,4960,B01CJB7FIW,12/20/19,107,1,0.009346,0.38,0.38,NULL,0,0,0,0,0
8009,4960,B01CJB7FIW,12/21/19,140,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8010,4975,B00MH8YUOA,12/21/19,37,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8011,4975,B002UVKMVY,12/15/19,147,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8012,4975,B002UVKMVY,12/16/19,189,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8013,4975,B002UVKMVY,12/17/19,189,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8014,4975,B002UVKMVY,12/18/19,254,1,0.003937,0.25,0.25,NULL,0,0,0,0,0
8015,4975,B002UVKMVY,12/19/19,185,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8016,4975,B002UVKMVY,12/20/19,386,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8017,4975,B002UVKMVY,12/21/19,240,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8018,4975,B000TU3EKY,12/15/19,168,3,0.017857,0.01,0.03,NULL,0,0,0,0,0
8019,4975,B001G7PQM8,12/15/19,740,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8020,4975,B001G7PQM8,12/16/19,657,2,0.003044,0.19,0.37,NULL,0,0,0,0,0
8021,4975,B001G7PQM8,12/17/19,198,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8022,4975,B001G7PQM8,12/18/19,314,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8023,4975,B001G7PQM8,12/19/19,397,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8024,4975,B001G7PQM8,12/20/19,136,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8025,4975,B001G7PQM8,12/21/19,62,1,0.016129,0.01,0.01,NULL,0,0,0,0,0
8026,4975,B01CJB7FIW,12/15/19,471,1,0.002123,0.13,0.13,NULL,0,0,0,0,0
8027,4975,B01CJB7FIW,12/16/19,257,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8028,4975,B01CJB7FIW,12/17/19,63,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8029,4975,B01CJB7FIW,12/18/19,98,4,0.040816,0.3,1.19,NULL,0,0,0,0,0
8030,4975,B01CJB7FIW,12/19/19,128,4,0.03125,0.28,1.13,NULL,0,0,0,0,0
8031,4975,B01CJB7FIW,12/20/19,42,0,0,NULL,0,NULL,NULL,0,0,0,NULL
8032,4975,B01CJB7FIW,12/21/19,22,0,0,NULL,0,NULL,NULL,0,0,0,NULL
