id,eventdate,clicks,cpc,spend
3413,11/13/19,132,1.22,161.66
3414,11/14/19,132,1.26,166.66
3415,11/15/19,127,1.32,167.3
3416,11/16/19,134,1.22,163.29
3417,10/20/19,84,0.53,44.91
3418,10/21/19,84,0.62,52.01
3419,10/22/19,78,0.54,42.31
3420,10/23/19,77,0.68,52.71
3421,10/24/19,62,0.7,43.51
3422,10/25/19,52,0.57,29.73
3423,10/26/19,54,0.56,30.1
3424,10/13/19,81,0.53,42.59
3425,10/14/19,80,0.57,45.83
3426,10/15/19,78,0.72,56.19
3427,10/16/19,89,0.5,44.51
3428,10/17/19,84,0.54,45.31
3429,10/18/19,66,0.7,46.1
3430,10/19/19,81,0.48,38.51
3431,10/13/19,155,1.56,242.42
3432,10/14/19,163,1.62,263.41
3433,10/15/19,114,1.53,174.83
3434,10/16/19,75,1.14,85.3
3435,10/17/19,52,1.28,66.77
3436,10/18/19,6,0.84,5.05
3437,10/19/19,27,1.1,29.66
3438,10/20/19,30,1.15,34.64
3439,10/21/19,34,0.99,33.7
3440,10/22/19,28,1.23,34.39
3441,10/23/19,52,1.08,56.13
3442,10/24/19,23,1.25,28.76
3443,10/25/19,66,1.08,71.34
3444,10/26/19,63,1.14,71.53
3445,10/27/19,86,1.26,108.42
3446,10/28/19,68,1.2,81.93
3447,10/29/19,69,1.17,81
3448,10/30/19,109,1.26,137.06
3449,10/31/19,84,1.3,109.3
3450,11/1/19,132,1.25,164.65
3451,11/2/19,165,1.24,204.87
3452,11/3/19,237,1.26,299.4
3453,11/4/19,112,1.32,148.22
3454,11/5/19,115,1.4,161.12
3455,11/6/19,89,1.37,121.7
3456,11/7/19,116,1.33,153.77
3457,11/8/19,97,1.24,119.86
3458,11/9/19,106,1.4,148.24
3459,11/10/19,119,1.17,138.66
3460,11/11/19,134,1.16,154.86
3461,11/12/19,142,1.26,178.55
3462,11/13/19,132,1.22,161.66
3463,11/14/19,132,1.26,166.66
3464,11/15/19,127,1.32,167.3
3465,11/16/19,134,1.22,163.29
3466,10/20/19,84,0.53,44.91
3467,10/21/19,84,0.62,52.01
3468,10/22/19,78,0.54,42.31
3469,10/23/19,77,0.68,52.71
3470,10/24/19,62,0.7,43.51
3471,10/25/19,52,0.57,29.73
3472,10/26/19,54,0.56,30.1
3473,10/13/19,81,0.53,42.59
3474,10/14/19,80,0.57,45.83
3475,10/15/19,78,0.72,56.19
3476,10/16/19,89,0.5,44.51
3477,10/17/19,84,0.54,45.31
3478,10/18/19,66,0.7,46.1
3479,10/19/19,81,0.48,38.51
3480,10/13/19,155,1.56,242.42
3481,10/14/19,163,1.62,263.41
3482,10/15/19,114,1.53,174.83
3483,10/16/19,75,1.14,85.3
3484,10/17/19,52,1.28,66.77
3485,10/18/19,6,0.84,5.05
3486,10/19/19,27,1.1,29.66
3487,10/20/19,30,1.15,34.64
3488,10/21/19,34,0.99,33.7
3489,10/22/19,28,1.23,34.39
3490,10/23/19,52,1.08,56.13
3491,10/24/19,23,1.25,28.76
3492,10/25/19,66,1.08,71.34
3493,10/26/19,63,1.14,71.53
3494,10/27/19,86,1.26,108.42
3495,10/28/19,68,1.2,81.93
3496,10/29/19,69,1.17,81
3497,10/30/19,109,1.26,137.06
3498,10/31/19,84,1.3,109.3
3499,11/1/19,132,1.25,164.65
3500,11/2/19,165,1.24,204.87
3501,11/3/19,237,1.26,299.4
3502,11/4/19,112,1.32,148.22
3503,11/5/19,115,1.4,161.12
3504,11/6/19,89,1.37,121.7
3505,11/7/19,116,1.33,153.77
3506,11/8/19,97,1.24,119.86
3507,11/9/19,106,1.4,148.24
3508,11/10/19,119,1.17,138.66
3509,11/11/19,134,1.16,154.86
3510,11/12/19,142,1.26,178.55
3511,11/13/19,132,1.22,161.66
3512,11/14/19,132,1.26,166.66
3513,11/15/19,127,1.32,167.3
3514,11/16/19,134,1.22,163.29
3515,10/20/19,84,0.53,44.91
3516,10/21/19,84,0.62,52.01
3517,10/22/19,78,0.54,42.31
3518,10/23/19,77,0.68,52.71
3519,10/24/19,62,0.7,43.51
3520,10/25/19,52,0.57,29.73
3521,10/26/19,54,0.56,30.1
3522,10/13/19,81,0.53,42.59
3523,10/14/19,80,0.57,45.83
3524,10/15/19,78,0.72,56.19
3525,10/16/19,89,0.5,44.51
3526,10/17/19,84,0.54,45.31
3527,10/18/19,66,0.7,46.1
3528,10/19/19,81,0.48,38.51
3529,10/13/19,155,1.56,242.42
3530,10/14/19,163,1.62,263.41
3531,10/15/19,114,1.53,174.83
3532,10/16/19,75,1.14,85.3
3533,10/17/19,52,1.28,66.77
3534,10/18/19,6,0.84,5.05
3535,10/19/19,27,1.1,29.66
3536,10/20/19,30,1.15,34.64
3537,10/21/19,34,0.99,33.7
3538,10/22/19,28,1.23,34.39
3539,10/23/19,52,1.08,56.13
3540,10/24/19,23,1.25,28.76
3541,10/25/19,66,1.08,71.34
3542,10/26/19,63,1.14,71.53
3543,10/27/19,86,1.26,108.42
3544,10/28/19,68,1.2,81.93
3545,10/29/19,69,1.17,81
3546,10/30/19,109,1.26,137.06
3547,10/31/19,84,1.3,109.3
3548,11/1/19,132,1.25,164.65
3549,11/2/19,165,1.24,204.87
3550,11/3/19,237,1.26,299.4
3551,11/4/19,112,1.32,148.22
3552,11/5/19,115,1.4,161.12
3553,11/6/19,89,1.37,121.7
3554,11/7/19,116,1.33,153.77
3555,11/8/19,97,1.24,119.86
3556,11/9/19,106,1.4,148.24
3557,11/10/19,119,1.17,138.66
3558,11/11/19,134,1.16,154.86
3559,11/12/19,142,1.26,178.55
3560,11/13/19,132,1.22,161.66
3561,11/14/19,132,1.26,166.66
3562,11/15/19,127,1.32,167.3
3563,11/16/19,134,1.22,163.29
3564,10/20/19,84,0.53,44.91
3565,10/21/19,84,0.62,52.01
3566,10/22/19,78,0.54,42.31
3567,10/23/19,77,0.68,52.71
3568,10/24/19,62,0.7,43.51
3569,10/25/19,52,0.57,29.73
3570,10/26/19,54,0.56,30.1
3571,10/13/19,81,0.53,42.59
3572,10/14/19,80,0.57,45.83
3573,10/15/19,78,0.72,56.19
3574,10/16/19,89,0.5,44.51
3575,10/17/19,84,0.54,45.31
3576,10/18/19,66,0.7,46.1
3577,10/19/19,81,0.48,38.51
3578,10/13/19,155,1.56,242.42
3579,10/14/19,163,1.62,263.41
3580,10/15/19,114,1.53,174.83
3581,10/16/19,75,1.14,85.3
3582,10/17/19,52,1.28,66.77
3583,10/18/19,6,0.84,5.05
3584,10/19/19,27,1.1,29.66
3585,10/20/19,30,1.15,34.64
3586,10/21/19,34,0.99,33.7
3587,10/22/19,28,1.23,34.39
3588,10/23/19,52,1.08,56.13
3589,10/24/19,23,1.25,28.76
3590,10/25/19,66,1.08,71.34
3591,10/26/19,63,1.14,71.53
3592,10/27/19,86,1.26,108.42
3593,10/28/19,68,1.2,81.93
3594,10/29/19,69,1.17,81
3595,10/30/19,109,1.26,137.06
3596,10/31/19,84,1.3,109.3
3597,11/1/19,132,1.25,164.65
3598,11/2/19,165,1.24,204.87
3599,11/3/19,237,1.26,299.4
3600,11/4/19,112,1.32,148.22
3601,11/5/19,115,1.4,161.12
3602,11/6/19,89,1.37,121.7
3603,11/7/19,116,1.33,153.77
3604,11/8/19,97,1.24,119.86
3605,11/9/19,106,1.4,148.24
3606,11/10/19,119,1.17,138.66
3607,11/11/19,134,1.16,154.86
3608,11/12/19,142,1.26,178.55
3609,11/13/19,132,1.22,161.66
3610,11/14/19,132,1.26,166.66
3611,11/15/19,127,1.32,167.3
3612,11/16/19,134,1.22,163.29
3613,10/20/19,84,0.53,44.91
3614,10/21/19,84,0.62,52.01
3615,10/22/19,78,0.54,42.31
3616,10/23/19,77,0.68,52.71
3617,10/24/19,62,0.7,43.51
3618,10/25/19,52,0.57,29.73
3619,10/26/19,54,0.56,30.1
3620,10/13/19,81,0.53,42.59
3621,10/14/19,80,0.57,45.83
3622,10/15/19,78,0.72,56.19
3623,10/16/19,89,0.5,44.51
3624,10/17/19,84,0.54,45.31
3625,10/18/19,66,0.7,46.1
3626,10/19/19,81,0.48,38.51
3627,10/13/19,155,1.56,242.42
3628,10/14/19,163,1.62,263.41
3629,10/15/19,114,1.53,174.83
3630,10/16/19,75,1.14,85.3
3631,10/17/19,52,1.28,66.77
3632,10/18/19,6,0.84,5.05
3633,10/19/19,27,1.1,29.66
3634,10/20/19,30,1.15,34.64
3635,10/21/19,34,0.99,33.7
3636,10/22/19,28,1.23,34.39
3637,10/23/19,52,1.08,56.13
3638,10/24/19,23,1.25,28.76
3639,10/25/19,66,1.08,71.34
3640,10/26/19,63,1.14,71.53
3641,10/27/19,86,1.26,108.42
3642,10/28/19,68,1.2,81.93
3643,10/29/19,69,1.17,81
3644,10/30/19,109,1.26,137.06
3645,10/31/19,84,1.3,109.3
3646,11/1/19,132,1.25,164.65
3647,11/2/19,165,1.24,204.87
3648,11/3/19,237,1.26,299.4
3649,11/4/19,112,1.32,148.22
3650,11/5/19,115,1.4,161.12
3651,11/6/19,89,1.37,121.7
3652,11/7/19,116,1.33,153.77
3653,11/8/19,97,1.24,119.86
3654,11/9/19,106,1.4,148.24
3655,11/10/19,119,1.17,138.66
3656,11/11/19,134,1.16,154.86
3657,11/12/19,142,1.26,178.55
3658,11/13/19,132,1.22,161.66
3659,11/14/19,132,1.26,166.66
3660,11/15/19,127,1.32,167.3
3661,11/16/19,134,1.22,163.29
3662,10/20/19,84,0.53,44.91
3663,10/21/19,84,0.62,52.01
3664,10/22/19,78,0.54,42.31
3665,10/23/19,77,0.68,52.71
3666,10/24/19,62,0.7,43.51
3667,10/25/19,52,0.57,29.73
3668,10/26/19,54,0.56,30.1
3669,10/13/19,81,0.53,42.59
3670,10/14/19,80,0.57,45.83
3671,10/15/19,78,0.72,56.19
3672,10/16/19,89,0.5,44.51
3673,10/17/19,84,0.54,45.31
3674,10/18/19,66,0.7,46.1
3675,10/19/19,81,0.48,38.51
3676,10/13/19,155,1.56,242.42
3677,10/14/19,163,1.62,263.41
3678,10/15/19,114,1.53,174.83
3679,10/16/19,75,1.14,85.3
3680,10/17/19,52,1.28,66.77
3681,10/18/19,6,0.84,5.05
3682,10/19/19,27,1.1,29.66
3683,10/20/19,30,1.15,34.64
3684,10/21/19,34,0.99,33.7
3685,10/22/19,28,1.23,34.39
3686,10/23/19,52,1.08,56.13
3687,10/24/19,23,1.25,28.76
3688,10/25/19,66,1.08,71.34
3689,10/26/19,63,1.14,71.53
3690,10/27/19,86,1.26,108.42
3691,10/28/19,68,1.2,81.93
3692,10/29/19,69,1.17,81
3693,10/30/19,109,1.26,137.06
3694,10/31/19,84,1.3,109.3
3695,11/1/19,132,1.25,164.65
3696,11/2/19,165,1.24,204.87
3697,11/3/19,237,1.26,299.4
3698,11/4/19,112,1.32,148.22
3699,11/5/19,115,1.4,161.12
3700,11/6/19,89,1.37,121.7
3701,11/7/19,116,1.33,153.77
3702,11/8/19,97,1.24,119.86
3703,11/9/19,106,1.4,148.24
3704,11/10/19,119,1.17,138.66
3705,11/11/19,134,1.16,154.86
3706,11/12/19,142,1.26,178.55
3707,11/13/19,132,1.22,161.66
3708,11/14/19,132,1.26,166.66
3709,11/15/19,127,1.32,167.3
3710,11/16/19,134,1.22,163.29
3711,10/20/19,84,0.53,44.91
3712,10/21/19,84,0.62,52.01
3713,10/22/19,78,0.54,42.31
3714,10/23/19,77,0.68,52.71
3715,10/24/19,62,0.7,43.51
3716,10/25/19,52,0.57,29.73
3717,10/26/19,54,0.56,30.1
3718,10/13/19,81,0.53,42.59
3719,10/14/19,80,0.57,45.83
3720,10/15/19,78,0.72,56.19
3721,10/16/19,89,0.5,44.51
3722,10/17/19,84,0.54,45.31
3723,10/18/19,66,0.7,46.1
3724,10/19/19,81,0.48,38.51
3725,10/13/19,155,1.56,242.42
3726,10/14/19,163,1.62,263.41
3727,10/15/19,114,1.53,174.83
3728,10/16/19,75,1.14,85.3
3729,10/17/19,52,1.28,66.77
3730,10/18/19,6,0.84,5.05
3731,10/19/19,27,1.1,29.66
3732,10/20/19,30,1.15,34.64
3733,10/21/19,34,0.99,33.7
3734,10/22/19,28,1.23,34.39
3735,10/23/19,52,1.08,56.13
3736,10/24/19,23,1.25,28.76
3737,10/25/19,66,1.08,71.34
3738,10/26/19,63,1.14,71.53
3739,10/27/19,86,1.26,108.42
3740,10/28/19,68,1.2,81.93
3741,10/29/19,69,1.17,81
3742,10/30/19,109,1.26,137.06
3743,10/31/19,84,1.3,109.3
3744,11/1/19,132,1.25,164.65
3745,11/2/19,165,1.24,204.87
3746,11/3/19,237,1.26,299.4
3747,11/4/19,112,1.32,148.22
3748,11/5/19,115,1.4,161.12
3749,11/6/19,89,1.37,121.7
3750,11/7/19,116,1.33,153.77
3751,11/8/19,97,1.24,119.86
3752,11/9/19,106,1.4,148.24
3753,11/10/19,119,1.17,138.66
3754,11/11/19,134,1.16,154.86
3755,11/12/19,142,1.26,178.55
3756,11/13/19,132,1.22,161.66
3757,11/14/19,132,1.26,166.66
3758,11/15/19,127,1.32,167.3
3759,11/16/19,134,1.22,163.29
3760,10/20/19,84,0.53,44.91
3761,10/21/19,84,0.62,52.01
3762,10/22/19,78,0.54,42.31
3763,10/23/19,77,0.68,52.71
3764,10/24/19,62,0.7,43.51
3765,10/25/19,52,0.57,29.73
3766,10/26/19,54,0.56,30.1
3767,10/13/19,81,0.53,42.59
3768,10/14/19,80,0.57,45.83
3769,10/15/19,78,0.72,56.19
3770,10/16/19,89,0.5,44.51
3771,10/17/19,84,0.54,45.31
3772,10/18/19,66,0.7,46.1
3773,10/19/19,81,0.48,38.51
3774,10/13/19,155,1.56,242.42
3775,10/14/19,163,1.62,263.41
3776,10/15/19,114,1.53,174.83
3777,10/16/19,75,1.14,85.3
3778,10/17/19,52,1.28,66.77
3779,10/18/19,6,0.84,5.05
3780,10/19/19,27,1.1,29.66
3781,10/20/19,30,1.15,34.64
3782,10/21/19,34,0.99,33.7
3783,10/22/19,28,1.23,34.39
3784,10/23/19,52,1.08,56.13
3785,10/24/19,23,1.25,28.76
3786,10/25/19,66,1.08,71.34
3787,10/26/19,63,1.14,71.53
3788,10/27/19,86,1.26,108.42
3789,10/28/19,68,1.2,81.93
3790,10/29/19,69,1.17,81
3791,10/30/19,109,1.26,137.06
3792,10/31/19,84,1.3,109.3
3793,11/1/19,132,1.25,164.65
3794,11/2/19,165,1.24,204.87
3795,11/3/19,237,1.26,299.4
3796,11/4/19,112,1.32,148.22
3797,11/5/19,115,1.4,161.12
3798,11/6/19,89,1.37,121.7
3799,11/7/19,116,1.33,153.77
3800,11/8/19,97,1.24,119.86
3801,11/9/19,106,1.4,148.24
3802,11/10/19,119,1.17,138.66
3803,11/11/19,134,1.16,154.86
3804,11/12/19,142,1.26,178.55
3805,11/13/19,132,1.22,161.66
3806,11/14/19,132,1.26,166.66
3807,11/15/19,127,1.32,167.3
3808,11/16/19,134,1.22,163.29
3809,10/20/19,84,0.53,44.91
3810,10/21/19,84,0.62,52.01
3811,10/22/19,78,0.54,42.31
3812,10/23/19,77,0.68,52.71
3813,10/24/19,62,0.7,43.51
3814,10/25/19,52,0.57,29.73
3815,10/26/19,54,0.56,30.1
3816,10/13/19,81,0.53,42.59
3817,10/14/19,80,0.57,45.83
3818,10/15/19,78,0.72,56.19
3819,10/16/19,89,0.5,44.51
3820,10/17/19,84,0.54,45.31
3821,10/18/19,66,0.7,46.1
3822,10/19/19,81,0.48,38.51
3823,10/13/19,155,1.56,242.42
3824,10/14/19,163,1.62,263.41
3825,10/15/19,114,1.53,174.83
3826,10/16/19,75,1.14,85.3
3827,10/17/19,52,1.28,66.77
3828,10/18/19,6,0.84,5.05
3829,10/19/19,27,1.1,29.66
3830,10/20/19,30,1.15,34.64
3831,10/21/19,34,0.99,33.7
3832,10/22/19,28,1.23,34.39
3833,10/23/19,52,1.08,56.13
3834,10/24/19,23,1.25,28.76
3835,10/25/19,66,1.08,71.34
3836,10/26/19,63,1.14,71.53
3837,10/27/19,86,1.26,108.42
3838,10/28/19,68,1.2,81.93
3839,10/29/19,69,1.17,81
3840,10/30/19,109,1.26,137.06
3841,10/31/19,84,1.3,109.3
3842,11/1/19,132,1.25,164.65
3843,11/2/19,165,1.24,204.87
3844,11/3/19,237,1.26,299.4
3845,11/4/19,112,1.32,148.22
3846,11/5/19,115,1.4,161.12
3847,11/6/19,89,1.37,121.7
3848,11/7/19,116,1.33,153.77
3849,11/8/19,97,1.24,119.86
3850,11/9/19,106,1.4,148.24
3851,11/10/19,119,1.17,138.66
3852,11/11/19,134,1.16,154.86
3853,11/12/19,142,1.26,178.55
3854,11/13/19,132,1.22,161.66
3855,11/14/19,132,1.26,166.66
3856,11/15/19,127,1.32,167.3
3857,11/16/19,134,1.22,163.29
3858,10/20/19,84,0.53,44.91
3859,10/21/19,84,0.62,52.01
3860,10/22/19,78,0.54,42.31
3861,10/23/19,77,0.68,52.71
3862,10/24/19,62,0.7,43.51
3863,10/25/19,52,0.57,29.73
3864,10/26/19,54,0.56,30.1
3865,10/13/19,81,0.53,42.59
3866,10/14/19,80,0.57,45.83
3867,10/15/19,78,0.72,56.19
3868,10/16/19,89,0.5,44.51
3869,10/17/19,84,0.54,45.31
3870,10/18/19,66,0.7,46.1
3871,10/19/19,81,0.48,38.51
3872,10/13/19,155,1.56,242.42
3873,10/14/19,163,1.62,263.41
3874,10/15/19,114,1.53,174.83
3875,10/16/19,75,1.14,85.3
3876,10/17/19,52,1.28,66.77
3877,10/18/19,6,0.84,5.05
3878,10/19/19,27,1.1,29.66
3879,10/20/19,30,1.15,34.64
3880,10/21/19,34,0.99,33.7
3881,10/22/19,28,1.23,34.39
3882,10/23/19,52,1.08,56.13
3883,10/24/19,23,1.25,28.76
3884,10/25/19,66,1.08,71.34
3885,10/26/19,63,1.14,71.53
3886,10/27/19,86,1.26,108.42
3887,10/28/19,68,1.2,81.93
3888,10/29/19,69,1.17,81
3889,10/30/19,109,1.26,137.06
3890,10/31/19,84,1.3,109.3
3891,11/1/19,132,1.25,164.65
3892,11/2/19,165,1.24,204.87
3893,11/3/19,237,1.26,299.4
3894,11/4/19,112,1.32,148.22
3895,11/5/19,115,1.4,161.12
3896,11/6/19,89,1.37,121.7
3897,11/7/19,116,1.33,153.77
3898,11/8/19,97,1.24,119.86
3899,11/9/19,106,1.4,148.24
3900,11/10/19,119,1.17,138.66
3901,11/11/19,134,1.16,154.86
3902,11/12/19,142,1.26,178.55
3903,11/13/19,132,1.22,161.66
3904,11/14/19,132,1.26,166.66
3905,11/15/19,127,1.32,167.3
3906,11/16/19,134,1.22,163.29
3907,10/20/19,84,0.53,44.91
3908,10/21/19,84,0.62,52.01
3909,10/22/19,78,0.54,42.31
3910,10/23/19,77,0.68,52.71
3911,10/24/19,62,0.7,43.51
3912,10/25/19,52,0.57,29.73
3913,10/26/19,54,0.56,30.1
3914,10/13/19,81,0.53,42.59
3915,10/14/19,80,0.57,45.83
3916,10/15/19,78,0.72,56.19
3917,10/16/19,89,0.5,44.51
3918,10/17/19,84,0.54,45.31
3919,10/18/19,66,0.7,46.1
3920,10/19/19,81,0.48,38.51
3921,10/13/19,155,1.56,242.42
3922,10/14/19,163,1.62,263.41
3923,10/15/19,114,1.53,174.83
3924,10/16/19,75,1.14,85.3
3925,10/17/19,52,1.28,66.77
3926,10/18/19,6,0.84,5.05
3927,10/19/19,27,1.1,29.66
3928,10/20/19,30,1.15,34.64
3929,10/21/19,34,0.99,33.7
3930,10/22/19,28,1.23,34.39
3931,10/23/19,52,1.08,56.13
3932,10/24/19,23,1.25,28.76
3933,10/25/19,66,1.08,71.34
3934,10/26/19,63,1.14,71.53
3935,10/27/19,86,1.26,108.42
3936,10/28/19,68,1.2,81.93
3937,10/29/19,69,1.17,81
3938,10/30/19,109,1.26,137.06
3939,10/31/19,84,1.3,109.3
3940,11/1/19,132,1.25,164.65
3941,11/2/19,165,1.24,204.87
3942,11/3/19,237,1.26,299.4
3943,11/4/19,112,1.32,148.22
3944,11/5/19,115,1.4,161.12
3945,11/6/19,89,1.37,121.7
3946,11/7/19,116,1.33,153.77
3947,11/8/19,97,1.24,119.86
3948,11/9/19,106,1.4,148.24
3949,11/10/19,119,1.17,138.66
3950,11/11/19,134,1.16,154.86
3951,11/12/19,142,1.26,178.55
3952,11/13/19,132,1.22,161.66
3953,11/14/19,132,1.26,166.66
3954,11/15/19,127,1.32,167.3
3955,11/16/19,134,1.22,163.29
3956,10/20/19,84,0.53,44.91
3957,10/21/19,84,0.62,52.01
3958,10/22/19,78,0.54,42.31
3959,10/23/19,77,0.68,52.71
3960,10/24/19,62,0.7,43.51
3961,10/25/19,52,0.57,29.73
3962,10/26/19,54,0.56,30.1
3963,10/13/19,81,0.53,42.59
3964,10/14/19,80,0.57,45.83
3965,10/15/19,78,0.72,56.19
3966,10/16/19,89,0.5,44.51
3967,10/17/19,84,0.54,45.31
3968,10/18/19,66,0.7,46.1
3969,10/19/19,81,0.48,38.51
3970,10/13/19,155,1.56,242.42
3971,10/14/19,163,1.62,263.41
3972,10/15/19,114,1.53,174.83
3973,10/16/19,75,1.14,85.3
3974,10/17/19,52,1.28,66.77
3975,10/18/19,6,0.84,5.05
3976,10/19/19,27,1.1,29.66
3977,10/20/19,30,1.15,34.64
3978,10/21/19,34,0.99,33.7
3979,10/22/19,28,1.23,34.39
3980,10/23/19,52,1.08,56.13
3981,10/24/19,23,1.25,28.76
3982,10/25/19,66,1.08,71.34
3983,10/26/19,63,1.14,71.53
3984,10/27/19,86,1.26,108.42
3985,10/28/19,68,1.2,81.93
3986,10/29/19,69,1.17,81
3987,10/30/19,109,1.26,137.06
3988,10/31/19,84,1.3,109.3
3989,11/1/19,132,1.25,164.65
3990,11/2/19,165,1.24,204.87
3991,11/3/19,237,1.26,299.4
3992,11/4/19,112,1.32,148.22
3993,11/5/19,115,1.4,161.12
3994,11/6/19,89,1.37,121.7
3995,11/7/19,116,1.33,153.77
3996,11/8/19,97,1.24,119.86
3997,11/9/19,106,1.4,148.24
3998,11/10/19,119,1.17,138.66
3999,11/11/19,134,1.16,154.86
4000,11/12/19,142,1.26,178.55
4001,11/13/19,132,1.22,161.66
4002,11/14/19,132,1.26,166.66
4003,11/15/19,127,1.32,167.3
4004,11/16/19,134,1.22,163.29
4005,10/20/19,84,0.53,44.91
4006,10/21/19,84,0.62,52.01
4007,10/22/19,78,0.54,42.31
4008,10/23/19,77,0.68,52.71
4009,10/24/19,62,0.7,43.51
4010,10/25/19,52,0.57,29.73
4011,10/26/19,54,0.56,30.1
4012,10/13/19,81,0.53,42.59
4013,10/14/19,80,0.57,45.83
4014,10/15/19,78,0.72,56.19
4015,10/16/19,89,0.5,44.51
4016,10/17/19,84,0.54,45.31
4017,10/18/19,66,0.7,46.1
4018,10/19/19,81,0.48,38.51
4019,10/13/19,155,1.56,242.42
4020,10/14/19,163,1.62,263.41
4021,10/15/19,114,1.53,174.83
4022,10/16/19,75,1.14,85.3
4023,10/17/19,52,1.28,66.77
4024,10/18/19,6,0.84,5.05
4025,10/19/19,27,1.1,29.66
4026,10/20/19,30,1.15,34.64
4027,10/21/19,34,0.99,33.7
4028,10/22/19,28,1.23,34.39
4029,10/23/19,52,1.08,56.13
4030,10/24/19,23,1.25,28.76
4031,10/25/19,66,1.08,71.34
4032,10/26/19,63,1.14,71.53
4033,10/27/19,86,1.26,108.42
4034,10/28/19,68,1.2,81.93
4035,10/29/19,69,1.17,81
4036,10/30/19,109,1.26,137.06
4037,10/31/19,84,1.3,109.3
4038,11/1/19,132,1.25,164.65
4039,11/2/19,165,1.24,204.87
4040,11/3/19,237,1.26,299.4
4041,11/4/19,112,1.32,148.22
4042,11/5/19,115,1.4,161.12
4043,11/6/19,89,1.37,121.7
4044,11/7/19,116,1.33,153.77
4045,11/8/19,97,1.24,119.86
4046,11/9/19,106,1.4,148.24
4047,11/10/19,119,1.17,138.66
4048,11/11/19,134,1.16,154.86
4049,11/12/19,142,1.26,178.55
4050,11/13/19,132,1.22,161.66
4051,11/14/19,132,1.26,166.66
4052,11/15/19,127,1.32,167.3
4053,11/16/19,134,1.22,163.29
4054,10/20/19,84,0.53,44.91
4055,10/21/19,84,0.62,52.01
4056,10/22/19,78,0.54,42.31
4057,10/23/19,77,0.68,52.71
4058,10/24/19,62,0.7,43.51
4059,10/25/19,52,0.57,29.73
4060,10/26/19,54,0.56,30.1
4061,10/13/19,81,0.53,42.59
4062,10/14/19,80,0.57,45.83
4063,10/15/19,78,0.72,56.19
4064,10/16/19,89,0.5,44.51
4065,10/17/19,84,0.54,45.31
4066,10/18/19,66,0.7,46.1
4067,10/19/19,81,0.48,38.51
4068,11/17/19,167,1.2,199.75
4069,11/18/19,157,1.26,198.48
4070,11/19/19,156,1.35,210.2
4071,11/20/19,147,1.19,174.33
4072,11/21/19,69,1.1,75.75
4073,11/22/19,67,1.13,75.97
4074,11/23/19,56,1.04,58.07
4075,10/13/19,155,1.56,242.42
4076,10/14/19,163,1.62,263.41
4077,10/15/19,114,1.53,174.83
4078,10/16/19,75,1.14,85.3
4079,10/17/19,52,1.28,66.77
4080,10/18/19,6,0.84,5.05
4081,10/19/19,27,1.1,29.66
4082,10/20/19,30,1.15,34.64
4083,10/21/19,34,0.99,33.7
4084,10/22/19,28,1.23,34.39
4085,10/23/19,52,1.08,56.13
4086,10/24/19,23,1.25,28.76
4087,10/25/19,66,1.08,71.34
4088,10/26/19,63,1.14,71.53
4089,10/27/19,86,1.26,108.42
4090,10/28/19,68,1.2,81.93
4091,10/29/19,69,1.17,81
4092,10/30/19,109,1.26,137.06
4093,10/31/19,84,1.3,109.3
4094,11/1/19,132,1.25,164.65
4095,11/2/19,165,1.24,204.87
4096,11/3/19,237,1.26,299.4
4097,11/4/19,112,1.32,148.22
4098,11/5/19,115,1.4,161.12
4099,11/6/19,89,1.37,121.7
4100,11/7/19,116,1.33,153.77
4101,11/8/19,97,1.24,119.86
4102,11/9/19,106,1.4,148.24
4103,11/10/19,119,1.17,138.66
4104,11/11/19,134,1.16,154.86
4105,11/12/19,142,1.26,178.55
4106,11/13/19,132,1.22,161.66
4107,11/14/19,132,1.26,166.66
4108,11/15/19,127,1.32,167.3
4109,11/16/19,134,1.22,163.29
4110,10/20/19,84,0.53,44.91
4111,10/21/19,84,0.62,52.01
4112,10/22/19,78,0.54,42.31
4113,10/23/19,77,0.68,52.71
4114,10/24/19,62,0.7,43.51
4115,10/25/19,52,0.57,29.73
4116,10/26/19,54,0.56,30.1
4117,10/13/19,81,0.53,42.59
4118,10/14/19,80,0.57,45.83
4119,10/15/19,78,0.72,56.19
4120,10/16/19,89,0.5,44.51
4121,10/17/19,84,0.54,45.31
4122,10/18/19,66,0.7,46.1
4123,10/19/19,81,0.48,38.51
4124,11/17/19,167,1.2,199.75
4125,11/18/19,157,1.26,198.48
4126,11/19/19,156,1.35,210.2
4127,11/20/19,147,1.19,174.33
4128,11/21/19,69,1.1,75.75
4129,11/22/19,67,1.13,75.97
4130,11/23/19,56,1.04,58.07
4131,10/13/19,155,1.56,242.42
4132,10/14/19,163,1.62,263.41
4133,10/15/19,114,1.53,174.83
4134,10/16/19,75,1.14,85.3
4135,10/17/19,52,1.28,66.77
4136,10/18/19,6,0.84,5.05
4137,10/19/19,27,1.1,29.66
4138,10/20/19,30,1.15,34.64
4139,10/21/19,34,0.99,33.7
4140,10/22/19,28,1.23,34.39
4141,10/23/19,52,1.08,56.13
4142,10/24/19,23,1.25,28.76
4143,10/25/19,66,1.08,71.34
4144,10/26/19,63,1.14,71.53
4145,10/27/19,86,1.26,108.42
4146,10/28/19,68,1.2,81.93
4147,10/29/19,69,1.17,81
4148,10/30/19,109,1.26,137.06
4149,10/31/19,84,1.3,109.3
